idannonce,url_annonce,idagence,idtiers,idPublication,type_annonceur,categorie_annonceur,typedebien,naturebien,typedetransaction,codepostal,codeinsee,ville,idQuartier,nomQuartier,adresse,etage,nb_etages,surface,surface_terrain,nb_chambres,nb_pieces,idtypechauffage,chauffage_energie,chauffage_systeme,chauffage_mode,idtypecommerce,idtypecuisine,prix_bien,prix_maison,prix_terrain,mensualiteFinance,si_balcon,si_sdbain,si_sdEau,balcon,surface_balcon,eau,bain,dpeL,dpeC,mapBoundingboxNortheastLatitude,mapBoundingboxNortheastLongitude,mapBoundingboxSouthwestLatitude,mapBoundingboxSouthwestLongitude,mapCoordonneesLatitude,mapCoordonneesLongitude,mapPoly,logoAgence,nomAgence,urlAgence,telNumber,nom_promoteur,nom_programme,nb_photos,date_first_observation,ges_valeur,ges_class,annee_construction,parking,places_parking,cave,exposition,nb_toilettes,nb_terraces,porte_digicode,ascenseur,logement_neuf,nb_logements_copro,charges_copro,visite_virtuelle,piscine,prix_m_carre,annonce_exclusive,nom_du_reseau
hektor-metbimmoamboise-405,,,,1149a,Pro,Agence,Maison/Villa,,Vente de prestige,37400,37003,Amboise,,MalÃ©trenne - Plaisance - La Serpe,,,2.0,220,5885,5,8,Ã©lectrique individuel ,Ã‰lectrique,,Individuel,,,548000,,,,,,,,,4,,VI,,,,,,47.400525953936295,0.9888338938918663,,,,,,,,14,2020-01-22 20:19:29.192350,,VI,,,5.0,FALSE,,3.0,2.0,,,Non,,,NA,Non,2409.090909090909,Non,Mb-Immobilier
hektor-12_initial-immobilier-551,,,,12_884-0119-MB,Pro,Mandataire,Maison/Villa,,Vente,37110,37276,VilledÃ´mer,,VilledÃ´mer,,,1,200,6166,4,7,,,,,,,299000,,,,,,,,,1,1,D,226.4,,,,,47.53888075774612,0.8767646593568638,,,,,,,,10,2020-01-22 20:19:29.192350,11,C,1845,,,FALSE,Sud,1,,,,Non,,,NA,Non,1450,Non,Initial Immobilier
orpi-1-076027E14OAV,,,,076027E14OAV,Pro,Agence,Maison/Villa,,Vente,37110,37063,ChÃ¢teau-Renault,,ChÃ¢teau-Renault,,,,230,196,6,8,individuel,,,Individuel,,,108000,,,,,,,,,,2,,,,,,,47.59219,0.912939,,,,,,,,3,2020-01-22 20:19:29.192350,,,,,,,,,,,,Non,,,NA,,434.7826086956522,Oui,Orpi
ag860405-230448487,,,,BH-8148-V037-OUHIBI,Pro,Agence,Maison/Villa,,Viager,37400,37003,Amboise,,Amboise,,,2,216,1714,5,7,,,,,,,74000,,,,FALSE,,,,,3,,E,258.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immo-facile-33276870,,,,3553D,Pro,Agence,Maison/Villa,,Vente,37540,37214,Saint-Cyr-sur-Loire,,Gruette,,,1,210,1200,5,8,radiateur gaz individuel ,Gaz,Radiateur,Individuel,,,598000,,,,,,,,,2,1,C,116.0,,,,,47.411705198621966,0.6480815206444237,,,,,,,,8,2020-01-22 20:19:29.192350,14,C,1997,,4.0,,,,,FALSE,,Non,,,NA,Oui,2761.904761904762,Non,
ag440414-228074887,,,,221599PAU,Pro,Mandataire,Maison/Villa,,Vente,37380,37092,Crotelles,,Crotelles,,,,186,4000,5,7,,,,,,,239990,,,,,,,,,,1,NS,,,,,,47.53262731215695,0.8310972200953722,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immo-facile-99933410292,,,,4777,Pro,Agence,Maison/Villa,,Vente,37460,37177,Orbigny,,Orbigny,,,1,193,,4,9,radiateur Ã©lectrique individuel ,Ã‰lectrique,Radiateur,Individuel,,,60450,,,,,,,,,2,2,F,340.0,,,,,47.21285172661982,1.2444265164743,,,,,,,,11,2020-01-22 20:19:29.192350,19,C,1900,,,FALSE,,4,,FALSE,,Non,,,NA,Non,284.9740932642487,Non,Nestenn
immo-facile-99933681827,,,,5048,Pro,Agence,Maison/Villa,,Vente,37600,37132,Loches,,Loches,,,1,198,2754,5,6,radiateur Ã©lectrique individuel ,Ã‰lectrique,Radiateur,Individuel,,,212550,,,,,,,,,,2,E,292.0,,,,,47.140826955868604,1.00597779747424,,,,,,,,9,2020-01-22 20:19:29.192350,17,C,1975,,,,,2,,,,Non,,,NA,,1005.0505050505051,Non,Nestenn
immo-facile-99933564268,,,,2603b,Pro,Agence,Maison/Villa,,Vente,37360,37245,SemblanÃ§ay,,SemblanÃ§ay,,,1,215,1800,8,10,sol individuel ,,Sol,Individuel,,,381600,,,,,,,,,3,,D,167.0,,,,,47.48565009967703,0.5572619758182538,,,,,,,,13,2020-01-22 20:19:29.192350,9,B,2007,,2.0,TRUE,,3,1.0,,,Non,,,NA,Oui,1674.4186046511627,Non,Nestenn
ag370642-225658144,,,,3293-SI,Pro,Agence,Maison/Villa,,Vente,37210,37203,Rochecorbon,,Rochecorbon,,,,200,5700,3,6,fuel ,Fioul,,,,,1196000,,,,FALSE,,,,,2,1,E,241.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immo-facile-99933685505,,,,5055,Pro,Agence,Maison/Villa,,Vente,37240,37130,Ligueil,,Ligueil,,,,183,76,3,8,,,,,,,113850,,,,,,,,,,,VI,,,,,,47.04265239789295,0.8279494129122118,,,,,,,,10,2020-01-22 20:19:29.192350,,VI,,,,,,,,,,Non,,,NA,,573.7704918032787,Non,
immo-facile-99933409981,,,,4741,Pro,Agence,Maison/Villa,,Vente,37600,37039,BridorÃ©,,BridorÃ©,,,,221,5534,6,10,radiateur individuel ,,Radiateur,Individuel,,,140100,,,,,,,,,1,2,C,116,,,,,47.017739948670915,1.0789212280176812,,,,,,,,13,2020-01-22 20:19:29.192350,34,D,1600,,,,,3,,,,Non,,,NA,,588.2352941176471,Non,Nestenn
immo-facile-99933680289,,,,5045,Pro,Agence,Maison/Villa,,Vente,37460,37133,LochÃ©-sur-Indrois,,LochÃ©-sur-Indrois,,,,208,15300,3,7,Ã©lectrique individuel ,Ã‰lectrique,,Individuel,,,266100,,,,,,,,,1,1,D,229,,,,,47.08430339368325,1.186067809248178,,,,,,,,12,2020-01-22 20:19:29.192350,6,B,1850,,,,,2,,TRUE,,Non,,,NA,Non,1201.923076923077,Non,Nestenn
immo-facile-99933409334,,,,4679,Pro,Agence,Maison/Villa,,Vente,37460,37023,Beaumont-Village,,Beaumont-Village,,,1,212,2349,6,7,individuel ,,,Individuel,,,275550,,,,,,,1.0,,2,1,C,94,,,,,47.15609456544524,1.2205176864890221,,,,,,,,13,2020-01-22 20:19:29.192350,5,A,1993,,,TRUE,,3,1.0,FALSE,,Non,,,NA,Non,1221.698113207547,Non,Nestenn
immo-facile-99933404945,,,,2603,Pro,Agence,Maison/Villa,,Vente,37360,37245,SemblanÃ§ay,,SemblanÃ§ay,,,1,215,1800,8,10,sol individuel ,,Sol,Individuel,,,381600,,,,,,,,,3,,VI,,,,,,47.48057971225359,0.534656307557077,,,,,,,,6,2020-01-22 20:19:29.192350,,VI,2007,,2.0,TRUE,,3,1.0,,,Non,,,NA,Oui,1674.4186046511627,Non,Nestenn
gedeon-20368777,,,,7835,Pro,Mandataire,Maison/Villa,,Vente,37360,37167,NeuillÃ©-Pont-Pierre,,NeuillÃ©-Pont-Pierre,,,,211,2900,4,6,individuel Radiateur Pompe Ã  chaleur,,Pompe Ã  chaleur, Radiateur,Individuel,,,270000,,,,,,,,,,,E,243,,,,,0.0,0.0,,,,,,,,12,2020-01-22 20:19:29.192350,7,B,1850,,,,N,,,,,Non,,,NA,,1279.6208530805686,,
hektor-7_initial-immobilier-785,,,,7_936 AE,Pro,Mandataire,Maison/Villa,,Vente,37390,37151,La Membrolle-sur-Choisille,,La Membrolle-sur-Choisille,,,3,210,5600,6,10,individuel ,,,Individuel,,,348065,,,,,,,,,2,,D,160,,,,,47.43062747087008,0.6337565711548927,,,,,,,,7,2020-01-22 20:19:29.192350,7,B,1972,,1.0,FALSE,Sud,2,,,,Non,,,NA,Non,1595.2380952380952,Non,Initial Immobilier
immo-facile-30435134,,,,3538D,Pro,Agence,Maison/Villa,,Vente,37540,37214,Saint-Cyr-sur-Loire,,Maisons Blanches,,,,230,1400,7,9,radiateur gaz ,Gaz,Radiateur,,,,768000,,,,,,,,,1,2,D,207,,,,,47.39687469676999,0.649537943410627,,,,,,,,5,2020-01-22 20:19:29.192350,34,D,1974,,,TRUE,,,,,,Non,,,NA,Non,3217.391304347826,Non,
immo-facile-8916443,,,,STM5929,Pro,Agence,Maison/Villa,,Vente,37220,37012,Avon-les-Roches,,Avon-les-Roches,,,,215,3030,4,6,gaz ,Gaz,,,,,376400,,,,,,,,,2,1,VI,,,,,,47.163532747247736,0.45605780975956056,,,,,,,,10,2020-01-22 20:19:29.192350,,G,1500,,,TRUE,Nord-Sud,,,,,Non,,,NA,Oui,1674.4186046511627,Non,
guy-hoquet-immo-facile-2579962,,,,9341,Pro,Agence,Maison/Villa,,Vente,37520,37195,La Riche,,La Riche,,,,205.09,405,5,7,radiateur gaz individuel ,Gaz,Radiateur,Individuel,,,423000,,,,,,,,,1,2,D,176,,,,,47.38381365380203,0.6601431623039122,,,,,,,,4,2020-01-22 20:19:29.192350,32,D,1880,,6.0,,,1,,,,Non,,,NA,,2062.5091423277586,Non,Guy Hoquet
citya-immobilier-Ag370015-TMAI109081A,,,,TMAI109081A,Pro,Agence,Maison/Villa,,Vente,37340,37002,Ambillou,,Ambillou,,,1,240,,6,7,Electrique Individuel ,Ã‰lectrique,,Individuel,,,214000,,,,,,,0.0,,0,2,G,573,,,,,47.46514487615224,0.49534631139973784,,,,,,,,5,2020-01-22 20:19:29.192350,36,E,,,0.0,FALSE,Ouest,,1.0,,,Non,0.0,0.0,NA,,891.6666666666666,Non,Citya Immobilier
ag732084-220941467,,,,VM1344-PASQUE,Pro,Agence,Maison/Villa,,Vente,37370,37231,Saint-Paterne-Racan,,Saint-Paterne-Racan,,,2,208,8147,4,7,Ã©lectricitÃ© individuel,Ã‰lectrique,,Individuel,,,367000,,,,FALSE,,,,,1,1,D,219,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citya-immobilier-1164-MAI82331,,,,MAI82331,Pro,Agence,Maison/Villa,,Vente,37500,37072,Chinon,,Chinon,,,2.0,208,,4,8,Convecteurs Electrique Individuel ,Ã‰lectrique,Convecteur,Individuel,,,387000,,,,,,,0.0,,2,1,E,286.0,,,,,47.17496323845664,0.2399362233482087,,,,,,,,7,2020-01-22 20:19:29.192350,9.0,B,,,0,FALSE,,,0.0,,,Non,0.0,0.0,NA,,1860.576923076923,Non,Citya Immobilier
immo-facile-34766460,,,,2514D,Pro,Agence,Maison/Villa,,Vente,37170,37050,Chambray-lÃ¨s-Tours,,Chambray-lÃ¨s-Tours,,,1,210,2000,5,7,,,,,,,493000,,,,,,,,,,,VI,,,,,,47.34645450074407,0.6921480767956067,,,,,,,,6,2020-01-22 20:19:29.192350,,VI,1846,,,,,,,,,Non,,,NA,,2238.095238095238,Non,
immo-facile-99933410271,,,,4774,Pro,Agence,Maison/Villa,,Vente,37600,37039,BridorÃ©,,BridorÃ©,,,,191,980,,6,,,,,,,44300,,,,,,,,,,,VI,,,,,,47.02850088951727,1.0922273500702553,,,,,,,,10,2020-01-22 20:19:29.192350,,VI,,,,,,,,,,Non,,,NA,,209.4240837696335,Non,Nestenn
immo-facile-99933709134,,,,5085,Pro,Agence,Maison/Villa,,Vente,37600,37132,Loches,,Loches,,,2,182,279,,4,,,,,,,329100,,,,,,,,,,,VI,,,,,,47.13550873292419,0.9988407202362587,,,,,,,,6,2020-01-22 20:19:29.192350,,VI,,,2.0,TRUE,,2.0,1.0,FALSE,,Non,,,NA,Non,1703.2967032967033,Non,
immo-facile-34645125,,,,3552D,Pro,Agence,Maison/Villa,,Vente,37360,37245,SemblanÃ§ay,,SemblanÃ§ay,,,,237,1035,6,8,radiateur individuel ,,Radiateur,Individuel,,,409500,,,,,,,1.0,,1.0,1.0,C,144.0,,,,,47.49292704443054,0.589670452905139,,,,,,,,7,2020-01-22 20:19:29.192350,4.0,A,,,4.0,TRUE,,,,,,Non,,,NA,,1645.5696202531647,Non,
immo-facile-26290700,,,,3527D,Pro,Agence,Maison/Villa,,Vente de prestige,37390,37172,Notre-Dame-d'OÃ©,,Notre-Dame-d'OÃ©,,,,240,3900,5,8,mixte Ã©lectrique ,Ã‰lectrique,,,,,622500,,,,,,,,,1.0,1.0,E,292.0,,,,,47.461725136626974,0.7173644410253668,,,,,,,,6,2020-01-22 20:19:29.192350,9.0,B,,,,,,,,,,Non,,,NA,Oui,2500.0,Non,
ag370507-221806117,,,,1363254,Pro,Agence,Maison/Villa,,Vente,37400,37003,Amboise,,MalÃ©trenne - Plaisance - La Serpe,,,,220,6000,5,8,Ã©lectricitÃ© individuel,Ã‰lectrique,,Individuel,,,517000,,,,,,,,,3.0,1.0,E,275.0,,,,,47.40498257048543,0.9958336003608455,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ag370642-211891374,,,,3065-SI,Pro,Agence,Maison/Villa,,Vente,37400,37003,Amboise,,Amboise,,,,230,1303,5,8,,,,,,,374990,,,,FALSE,,,,,3.0,,D,183.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ag370507-191887978,,,,1230844,Pro,Agence,Maison/Villa,,Vente,37400,37003,Amboise,,Saint-Denis - La Fuye - La Perle - Le Haut Choiseul - ReignÃ¨re,,,,190,17000,4,7,fuel individuel,Fioul,,Individuel,,,325000,,,,TRUE,,,1.0,,1.0,1.0,D,211.0,,,,,47.401899177116874,0.9706491545900772,,,,,,,,,,,,,,,,,,,,,,,,,,,,
